Merk,Model,Cilinderinhoud (cc),Bouwjaar,Brandstof,Kilometerstand,Vermogen (kW),Vermogen (pk)
Porsche,Panamera,3500,04/1997,lpg,298581,97,130
Renault,Clio,2400,10/2024,diesel,119906,227,304
Renault,Captur,2900,07/2000,elektrisch,11663,184,247
Volvo,XC90,3500,09/1999,benzine,138002,58,78
Tesla,Model 3,3100,10/1992,lpg,146090,262,351
Chevrolet,Camaro,2600,02/2008,diesel,154112,188,252
Fiat,Tipo,4800,07/2014,diesel,118547,343,460
Mitsubishi,Outlander,3600,05/1992,benzine,220655,167,224
Mitsubishi,Outlander,2800,03/2006,benzine,269637,375,503
Volkswagen,Arteon,1400,01/2014,elektrisch,282885,268,359
Toyota,Tacoma,2000,08/1994,lpg,89204,358,480
Porsche,718 Cayman,3500,02/2003,diesel,181255,78,105
Chevrolet,Colorado,1200,10/2000,elektrisch,289360,42,56
Hyundai,Genesis,3600,07/2003,diesel,163986,107,143
Nissan,Versa,2400,08/2019,lpg,62041,127,170
Ford,Mustang,1500,04/2005,benzine,60545,236,316
Volkswagen,Touareg,2000,07/2012,benzine,53513,170,228
Lamborghini,Murcielago,3100,02/2012,benzine,214722,124,166
Renault,Captur,2100,02/2014,diesel,15044,282,378
Hyundai,Elantra,3000,01/2014,elektrisch,285217,295,396
Toyota,Yaris,2200,06/2008,elektrisch,13976,187,251
Kia,Rio,2600,12/2014,elektrisch,209427,86,115
Lamborghini,Reventon,2200,02/2004,diesel,244336,358,480
Fiat,Panda,2600,03/2024,elektrisch,1000010,263,353
Ferrari,488,1600,02/1998,benzine,67827,384,515
Ferrari,Portofino,2100,06/1999,elektrisch,259584,154,207
Porsche,718 Boxster,2800,01/2016,lpg,294663,387,519
Toyota,Rumplumplum,2200,10/2021,benzine,68650,45,60
Kia,Optima,1800,03/2006,diesel,245953,49,66
Porsche,Cayenne,1100,01/1998,diesel,159595,279,374
Fiat,500,2000,11/2017,lpg,230420,307,412
Volkswagen,Golf,1300,05/1996,diesel,267375,102,137
Tesla,Model S,3200,01/2007,diesel,168758,259,347
Audi,Q7,1600,11/2004,lpg,133764,308,413
Toyota,Highlander,1500,07/2012,benzine,1000010,152,204
Toyota,Prius,3200,03/2011,diesel,124097,84,113
Mazda,Mazda6,1100,01/1997,diesel,1040,381,511
Kia,Sorento,2000,03/2013,diesel,32516,84,113
Ford,Bronco,3300,01/2017,benzine,261768,75,101
Mercedes-Benz,GLC,3200,10/2022,lpg,-1,369,495
Kia,Sorento,2700,04/1990,diesel,244610,389,522
Lamborghini,Reventon,2600,02/1971,diesel,140413,287,385
Chevrolet,Colorado,1200,01/2020,diesel,158744,69,93
Nissan,Leaf,3600,03/2003,lpg,42116,274,367
Toyota,Prius,3600,05/2013,elektrisch,1000010,263,353
Kia,Carnival,2400,05/2013,elektrisch,38865,208,279
Alfa Romeo,Stelvio,2600,01/1998,benzine,280279,303,406
Volkswagen,Golf,1700,12/2007,diesel,65742,205,275
Hyundai,Kona,3100,07/2007,lpg,288857,135,181
Lamborghini,Murcielago,2400,09/2010,diesel,261442,296,397
Ford,Expedition,1800,03/2000,elektrisch,162066,187,251
Hyundai,Veloster,1100,10/1993,lpg,218673,302,405
Renault,Zoe,2700,05/2021,benzine,32443,238,319
eeugeot,Rifter,3100,08/2009,benzine,296202,226,303
Alfa Romeo,ttelvyo,1900,05/2003,lpg,260309,213,286
Mazda,Mazda6,1700,10/1992,lpg,289059,103,138
Hyundai,Genesis,3000,09/1962,benzine,140634,353,473
Mercedes-Benz,GLE,3200,12/2017,lpg,274496,292,392
Toyota,4Runner,2700,02/2007,lpg,1000010,121,162
Jeep,Renegade,1400,09/1993,benzine,239088,68,91
Kia,Rio,3300,09/2006,elektrisch,174715,213,286
Hyundai,Veloster,4800,02/2001,benzine,70193,314,421
Mitsubishi,Mirage,1700,04/2021,elektrisch,268982,322,432
BMW,5 Series,3400,02/2023,benzine,116609,148,198
Toyota,Hilux,2500,06/2011,benzine,42848,94,126
Audi,Q5,1200,07/2015,diesel,-1,101,135
Lamborghini,Veneno,3400,02/1998,diesel,-1,44,59
Renault,Kadjar,2400,02/2003,elektrisch,90678,337,452
Renault,Kadjar,3600,03/2000,lpg,53219,117,157
Jeep,Compass,3100,04/2002,diesel,26711,83,111
Subaru,WRX,2500,10/1990,diesel,56284,141,189
Jeep,Grand Cherokee,2400,10/2013,lpg,263227,288,386
Honda,Ridgeline,1400,11/2019,benzine,55030,326,437
Hyundai,Santa Fe,1600,12/1991,lpg,237915,338,453
Subaru,Legacy,1400,03/2001,elektrisch,238437,89,119
Toyota,Corolla,3300,03/2021,lpg,262008,392,526
Mitsubishi,Lancer,1200,03/1998,elektrisch,184138,186,249
Toyota,4Runner,3400,04/1991,lpg,36553,246,330
Peugeot,Rifter,1600,06/2006,benzine,128552,376,504
Tesla,Model S,2100,03/1995,lpg,154060,383,514
Nissan,Pathfinder,2200,06/2019,elektrisch,47580,237,318
Peugeot,508,1300,01/2005,diesel,238665,171,229
Hyundai,Elantra,2900,03/2016,benzine,240587,298,400
Hyundai,Ioniq,3200,10/1992,diesel,10414,204,274
Kia,Telluride,3000,08/1995,lpg,236558,86,115
Alfa Romeo,4C,2500,10/2021,benzine,161115,226,303
Renault,Megane,3000,11/2009,lpg,53228,143,192
Audi,A4,1300,05/2002,lpg,235421,110,148
Jeep,Patriot,3200,11/2010,diesel,1461,240,322
Lamborghini,Veneno,2300,11/2018,elektrisch,41195,57,76
Hyundai,Ioniq,3400,09/2010,diesel,208626,47,63
Alfa Romeo,Spider,2900,05/2007,diesel,98708,146,196
Toyota,Corolla,1500,07/1993,diesel,86058,145,194
Chevrolet,Colorado,1600,07/2016,lpg,112080,191,256
BMW,3 Seyyev,1500,04/1991,elektrisch,247305,88,118
Alfa Romeo,Spider,3100,06/2019,diesel,218101,143,192
Alfa Romeo,Giulietta,1200,01/2014,diesel,139090,192,257
Subaru,WRX,2600,06/2001,elektrisch,12993,291,390
Fiat,Tipo,3000,11/2024,lpg,275161,353,473
Audi,Q3,1200,08/2004,biodiesel,274927,374,502
Hyundai,Accent,3100,03/1995,lpg,41829,173,232
Jeep,Gladiator,2600,10/2019,benzine,114937,208,279
Renault,Zoe,1800,08/1991,lpg,127563,234,314
Chevrolet,Camaro,1600,08/2015,benzine,1000010,51,68
Mercedes-Benz,Sprinter,2700,06/1979,diesel,58235,295,396
Mercedes-Benz,GLE,2800,12/2006,lpg,256655,294,394
Chevrolet,Trailblazer,2000,02/2004,benzine,82684,50,67
Tesla,Model 3,3100,10/2014,diesel,272468,216,290
BMW,3 Series,2100,10/2016,elektrisch,105518,278,373
Chevrolet,Equinox,2400,10/2003,biodiesel,83478,368,493
Honda,Civic,3300,04/1991,benzine,242486,144,193
Honda,Odyssey,1900,09/1997,benzine,157453,392,526
Porsche,Taycan,2200,08/2012,lpg,136260,147,197
Temlb,Model X,2000,06/2019,elektrisch,207659,181,243
Lamborghini,Aventador,2400,02/2014,lpg,259142,65,87
Volvo,S90,3400,05/2024,diesel,1000010,57,76
Tesla,Model Y,2500,10/1994,lpg,178938,364,488
Lamborghini,Reventon,3300,10/1999,elektrisch,44787,237,318
Mercedes-Benz,AMG GT,1400,10/1999,elektrisch,140050,283,380
Porsche,Macan,2200,02/2013,elektrisch,233347,308,413
Npqsan,Rogue,2800,02/2010,elektrisch,177397,282,378
Honda,Ridgeline,2900,02/2010,benzine,18268,165,221
BMW,Z4,3600,01/1994,elektrisch,68353,350,469
Ford,Mustang,2600,08/2006,benzine,25516,229,307
Porsche,718 Boxster,2800,11/2001,lpg,186647,99,133
Tesla,Model S,3200,09/1985,lpg,24875,151,202
Chevrolet,Camaro,2900,09/1990,lpg,24694,367,492
Mazda,MX-5 Miata,3600,09/2008,elektrisch,247034,157,211
Fiat,Doblo,1400,08/2022,benzine,178931,390,523
Fiat,Tipo,1200,11/2011,lpg,277831,257,345
Mitsubishi,Triton,1900,11/2023,diesel,259756,262,351
Peugeot,508,2900,11/2019,lpg,1000010,150,201
Alfa Romeo,Giulietta,2100,12/1997,lpg,289527,202,271
Toyota,Highlander,2500,01/2009,lpg,83909,67,90
Honda,Fit,2000,04/1994,elektrisch,257423,325,436
Nissan,Titan,3500,08/2009,diesel,276952,186,249
Lamborghini,Veneno,3200,07/1994,benzine,244207,225,302
Fiat,500,2800,03/2023,lpg,210907,54,72
Fiat,Fiorino,2200,03/2022,elektrisch,51951,149,200
Chevrolet,Silverado,2800,03/2005,lpg,197625,224,300
Tesla,Roadster,1700,07/2009,elektrisch,62132,154,207
Nissan,Versa,3200,11/1996,diesel,211630,82,110
Mitsubishi,Lancer,1900,06/2010,benzine,82260,212,284
Peugeot,3008,1100,06/1994,elektrisch,243584,105,141
Audi,Q5,1200,04/2016,benzine,157314,209,280
Subaru,Ascent,1600,08/2011,diesel,30770,41,55
Nissan,Versa,3000,05/2016,diesel,152048,390,523
Toyota,Highlander,1800,08/2007,benzine,146841,126,169
Audi,e-tron,3400,03/1996,diesel,166442,76,102
Volkswagen,ID.4,1100,02/2001,lpg,273115,315,422
Toyota,Yaris,3400,01/1994,diesel,131377,394,528
Mazda,Mazda6,3400,03/2015,biodiesel,129361,186,249
Nissan,Leaf,2900,06/2017,benzine,262257,247,331
Ferrari,Rumplumplum,1200,04/2006,benzine,239394,285,382
Mazda,MX-5 Miata,1400,06/1997,elektrisch,175198,383,514
Volvo,XC60,3500,05/1990,benzine,238474,294,394
Hyundai,Tucson,2700,06/2021,lpg,40975,102,137
Subaru,Impreza,1000,09/1990,benzine,207316,100,134
Ferrari,812 Superfast,3600,05/2001,lpg,273838,308,413
Mercedes-Benz,E-Class,2000,05/1947,elektrisch,91298,204,274
Subaru,Crosstrek,3400,01/2019,benzine,62128,107,143
Mitsubishi,Lancer,3300,06/1988,lpg,249479,166,223
Mazda,CX-9,2600,07/2013,lpg,200252,117,157
Volkswagen,Beetle,1700,06/1998,benzine,67746,324,434
Tesla,Model Y,2600,11/1994,benzine,292375,294,394
Volvo,XC40,3100,06/2022,elektrisch,16143,221,296
Alfa Romeo,Giulietta,1400,05/2003,lpg,62005,179,240
Ford,Expedition,2800,06/1999,lpg,284424,77,103
Volkswagen,Polo,4800,04/2006,benzine,151003,230,308
Lamborghini,Huracan,2200,12/2000,benzine,69570,104,139
Porsche,718 Boxster,3500,06/2023,lpg,201245,288,386
Mercedes-Benz,GLA,1700,01/2013,lpg,52294,199,267
Mercedes-Benz,Rumplumplum,2600,10/2021,benzine,121942,202,271
Honda,Passport,2200,10/2021,benzine,61651,79,106
Ford,Edge,1700,01/2009,diesel,135640,157,211
Nissan,Rogue,3100,08/2002,lpg,286227,342,459
Mazda,CX-9,3500,05/2004,benzine,160643,217,291
Jeep,Compass,1500,07/1998,diesel,79394,227,304
Mercedes-Benz,A-Class,2400,08/2010,lpg,142991,68,91
Fiat,Punto,2900,07/2020,elektrisch,11981,226,303
Audi,Q5,2000,07/1993,diesel,190579,83,111
Chevrolet,Corvette,3200,04/2013,diesel,163415,191,256
Subaru,WRX,1600,12/2021,diesel,85392,96,129
BMW,i8,3200,02/2012,biodiesel,269035,327,439
Tesla,Model X,1800,11/2024,diesel,216691,331,444
Ford,Bronco,2400,07/2024,diesel,280710,231,310
Kia,Stinger,3500,08/2012,diesel,-1,258,346
Nissan,Rogue,2800,03/2005,elektrisch,148056,227,304
Renault,Zoe,3500,04/2022,diesel,75580,73,98
Kia,Optima,1000,02/1999,elektrisch,18058,112,150
Alfa Romeo,Stelvio,2700,02/2020,lpg,85333,355,476
Ford,Maverick,3200,01/2019,benzine,177018,72,97
Audi,TT,3000,10/2024,lpg,1000010,389,522
Renault,Kadjar,1500,05/2022,elektrisch,286286,214,287
Peugeot,5008,1900,09/2013,diesel,83650,74,99
Chevrolet,Trailblazer,3200,05/2007,diesel,186338,156,209
Ferrari,F8 Tributo,2200,12/2017,elektrisch,124192,397,532
Mercedes-Benz,GLA,3400,01/1993,lpg,101133,335,449
Hyundai,Genesis,2100,02/2022,elektrisch,50447,77,103
Lamborghini,Huracan,3400,04/2003,diesel,283836,169,227
Ford,Mustang,3200,11/2021,elektrisch,193927,114,153
Alfa Romeo,Giulietta,2500,11/2013,benzine,236550,85,114
Mercedes-Benz,GLA,3100,10/1999,lpg,77473,106,142
Toyota,Yaris,1600,01/2015,diesel,168385,82,110
Lamborghini,Aventador,2100,04/1992,diesel,107303,379,508
Tesla,Model 3,3400,07/2019,elektrisch,295950,99,133
Alfa Romeo,Giulia,2600,02/2016,diesel,216450,360,483
Volkswagen,ID.4,2800,07/1993,diesel,77426,318,426
Volvo,C40,3100,05/2009,lpg,123564,74,99
Honda,Fit,1800,05/2001,diesel,136134,247,331
BMW,Rumplumplum,3500,03/1995,lpg,273916,234,314
Nissan,Rogue,1400,03/2019,diesel,10026,304,408
Peugeot,3008,2400,01/2009,elektrisch,199020,274,367
Mercedes-Benz,AMG GT,1500,11/1994,benzine,178635,283,380
Mercedes-Benz,GLE,3300,01/2021,diesel,88995,199,267
Mercedes-Benz,GLS,1500,01/2016,diesel,178247,114,153
Chevrolet,Silverado,3100,06/2010,diesel,116088,284,381
Subaru,BRZ,1800,06/2008,benzine,208371,115,154
BMW,i3,1500,08/2001,lpg,227055,214,287
Honda,Passport,1200,07/2013,diesel,-1,45,60
Tesla,Rumplumplum,3000,08/2023,diesel,281027,124,166
Volvo,V60,1500,01/2003,diesel,12254,327,439
Mazda,CX-30,1700,05/2024,elektrisch,161684,368,493
Nissan,Leaf,3400,12/2013,elektrisch,73833,182,244
Tesla,Cybertruck,2100,12/1996,lpg,243838,231,310
Kia,Sportage,2000,06/2022,elektrisch,287724,163,219
Volvo,V90,2900,03/1999,lpg,231465,288,386
Volkswagen,Passat,1200,06/2012,lpg,113291,168,225
Hyundai,Kona,3100,04/2005,benzine,267796,68,91
Lamborghini,Gallardo,2300,12/2014,lpg,75291,141,189
Alfa Romeo,Stelvio,2100,11/2012,elektrisch,226519,161,216
BMW,X1,1800,02/1992,lpg,122594,87,117
Mazda,CX-9,3600,05/2015,benzine,201604,228,306
BMW,7 Series,1900,08/2003,elektrisch,127358,294,394
Alfa Romeo,4C,2300,06/1995,lpg,295719,124,166
Lamborghini,Murcielago,3100,11/1999,benzine,218391,74,99
Mitsubishi,ASX,1600,02/2003,diesel,1000010,334,448
Tesla,Model Y,2700,04/2018,lpg,214037,94,126
Lamborghini,Murcielago,1300,07/2013,benzine,51188,312,418
BMW,Z4,4800,10/2023,diesel,72814,231,310
Volkswagen,Atlas,1300,10/1990,diesel,274365,274,367
Nissan,Versa,2600,03/2020,benzine,169606,312,418
Kia,Seltos,2800,11/2014,benzine,109685,177,237
Nissan,Armada,1900,12/1991,lpg,283949,110,148
Jeep,Renefyde,2500,05/2006,diesel,211808,392,526
Hyundai,Palisade,1600,05/1980,diesel,134888,394,528
Fiat,500,3400,01/2003,benzine,44641,62,83
Lamborghini,Aventador,2300,06/2017,benzine,48453,68,91
Mercedes-Benz,GLC,2300,09/2022,benzine,245396,349,468
Subaru,BRZ,1200,03/1998,elektrisch,143360,243,326
Lamborghini,Gallardo,1900,06/1959,diesel,21330,256,343
Honda,Fit,1000,05/2001,benzine,1000010,382,512
Hyundai,Tucson,1800,12/2022,diesel,23319,131,176
Kia,Stinger,2800,01/2004,elektrisch,133049,113,152
Volvo,C40,1200,04/2018,benzine,115461,384,515
Volvo,C40,2500,12/2021,lpg,-1,205,275
Chevrolet,Silverado,1300,12/1996,lpg,70334,55,74
Chevrolet,Corvette,2400,01/2017,benzine,103439,290,389
Hyundai,Palisade,2700,03/1999,elektrisch,244903,326,437
Volvo,C40,2600,02/2010,diesel,103889,273,366
Tesla,Model S,2100,03/2022,diesel,158559,113,152
Mitsubishi,Eclipse Cross,2200,07/2013,benzine,96420,100,134
Mercedes-Benz,S-Class,2300,09/2020,benzine,9312,43,58
Mercedes-Benz,AMG GT,2600,07/1998,lpg,189967,326,437
Mitsubishi,Mirage,1800,09/1999,elektrisch,108911,173,232
Mercedes-Benz,GLS,1200,08/1993,lpg,39634,92,123
Kia,Rio,3200,04/2022,diesel,209361,139,186
Peugeot,208,2800,04/2017,benzine,161731,225,302
BMW,3 Serias,1900,07/1998,benzine,117427,216,290
Porsche,Cayenne,3600,03/2013,benzine,69984,359,481
Volvo,XC90,3200,05/2013,diesel,100112,394,528
Kis,Soul,3600,12/1995,elektrisch,132249,385,516
Tojota,Highlander,1700,08/1991,lpg,296710,70,94
Audi,A4,3000,10/1996,benzine,54482,115,154
Hyundai,Genesis,1600,06/2020,lpg,141787,117,157
Fiat,Punto,1300,05/2013,diesel,222671,267,358
Peugeot,5008,2900,12/2020,lpg,241481,236,316
Ferrari,Portofino,2800,04/1994,lpg,62845,399,535
Nissan,Versa,3200,04/2015,benzine,265151,199,267
Alfa Romeo,Stelvio,2800,11/1994,lpg,162208,191,256
Mercedes-Benz,Sprinter,2000,09/2011,elektrisch,242208,46,62
Audi,e-tron,1900,05/2011,benzine,276539,91,122
Porsche,Taycan,3300,01/2002,diesel,244392,378,507
Peugeot,3008,3500,02/2007,diesel,-1,124,166
Jeep,Patriot,3000,05/2013,benzine,96462,363,487
Fiat,Fiorino,1700,11/2002,benzine,78322,71,95
Toyota,Rumplumplum,1500,07/2004,lpg,77967,82,110
Renault,Twingo,2000,06/1990,elektrisch,95176,260,349
Tesla,Rumplumplum,1100,03/1991,diesel,69331,222,298
BMW,X7,3300,04/2003,benzine,116064,104,139
BMW,Rumplumplum,2600,03/2016,elektrisch,270452,201,270
Mercedes-Benz,A-Class,1800,12/2004,diesel,116317,288,386
Volvo,XC40,1500,11/1990,biodiesel,82884,139,186
BMW,3 Series,2200,09/2018,benzine,99122,270,362
Mercedes-Benz,AMG GT,1600,12/1999,elektrisch,294278,329,441
Porsche,Taycan,2600,09/1993,biodiesel,135808,90,121
Ferrari,LaFerrari,2700,11/2018,lpg,210087,261,350
Fiat,Rumplumplum,2900,08/2008,lpg,110904,178,239
Audi,Q7,1400,07/2022,elektrisch,8806,207,278
Mitsubishi,Eclipse Cross,2100,04/2007,lpg,102610,64,86
Peugeot,3008,3500,09/2001,lpg,275710,62,83
Peugeot,5008,2900,06/1997,benzine,-1,272,365
Kia,Telluride,2600,01/1993,diesel,180438,204,274
Fiat,500,3300,09/1992,benzine,275158,197,264
Kia,Sportage,2200,09/2019,benzine,78993,335,449
Lamborghini,Urus,3300,07/1990,benzine,180345,368,493
Nissan,Altima,3000,01/1995,elektrisch,252180,93,125
Mazda,Rumplumplum,2200,12/2023,benzine,150852,265,355
Peugeot,5008,1500,09/1990,elektrisch,253434,351,471
Renault,Clio,1900,02/2005,benzine,278047,366,491
Lamborghini,Murcielago,2700,06/2014,elektrisch,60128,133,178
Mercedes-Benz,Sprinter,2700,06/1991,benzine,60963,386,518
Lamborghini,Veneno,1000,04/2007,benzine,216992,178,239
Kia,Soul,2800,02/2018,elektrisch,16721,349,468
Renault,Koleos,2400,02/2024,elektrisch,215680,135,181
Peugeot,508,2200,03/2022,diesel,87716,165,221
Ford,F-150,2900,10/1990,elektrisch,218075,192,257
Mitsubishi,Outlander,2400,12/1997,benzine,-1,343,460
Subaru,WRX,2600,09/1997,diesel,124679,229,307
Porsche,718 Boxster,2100,06/2014,benzine,176553,266,357
Hyundai,Rumplumplum,3200,09/1991,elektrisch,293790,232,311
Mazda,Mazda3,2500,06/1999,lpg,190938,162,217
Nissan,Leaf,3000,12/2009,diesel,221481,301,404
BMW,i3,1400,01/2024,lpg,191606,238,319
Hyundai,Kona,3500,03/2024,diesel,146190,132,177
Ford,Ranger,2800,12/2021,diesel,179517,359,481
BMW,X1,3200,09/2002,elektrisch,255013,298,400
Kia,Telluride,2100,02/2007,lpg,288405,317,425
Alfa Romeo,Spider,2400,08/1941,lpg,265710,92,123
Subaru,BRZ,2500,01/2013,diesel,35518,163,219
Jeep,Grand Cherokee,2600,10/1996,lpg,258885,360,483
Mitsubishi,Lancer,3400,01/2011,benzine,216412,388,520
Mercedes-Benz,GLC,3000,01/2017,diesel,142938,108,145
Peugeot,Rifter,4800,08/1995,diesel,182452,164,220
Hyundai,Tucson,2500,02/2005,biodiesel,141305,116,156
Mitsubishi,Mirage,1900,02/2021,diesel,210706,370,496
Jeep,Cherokee,1500,01/1993,diesel,1000010,61,82
Ferrari,812 Superfast,3600,07/1993,lpg,209629,266,357
Toyota,Prius,2800,07/2001,lpg,67696,151,202
Volkswagen,Arteon,2200,07/1990,elektrisch,53130,173,232
Peugeot,308,2100,07/2008,diesel,173078,187,251
Fiat,124 Spider,1600,11/2024,diesel,43022,267,358
Tesla,Roadster,2000,06/2003,elektrisch,6815,90,121
Volkswagen,jetta,2200,09/2007,benzine,269811,343,460
Chevrolet,Tahoe,3500,05/1953,elektrisch,160236,42,56
Renault,Zoe,1800,10/2003,diesel,24959,375,503
Mitsubishi,Triton,1900,09/1999,diesel,256906,105,141
Ford,Fusion,3500,03/2021,biodiesel,150032,232,311
Mazda,MX-5 Miata,2400,11/2020,diesel,203912,152,204
Honda,Passport,2400,10/2007,benzine,32038,282,378
Toyota,Corolla,2500,06/1999,benzine,-1,247,331
Chevrolet,lhnhe,3500,02/2013,lpg,182514,115,154
BMW,3 Series,2700,06/2015,benzine,30432,138,185
Alfa Romeo,Giulietta,2700,08/2017,diesel,12580,168,225
Audi,Q7,1400,06/1997,elektrisch,210990,354,475
BMW,7 Series,3400,08/2010,diesel,271886,62,83
Honda,Pilot,1700,01/2021,benzine,83750,353,473
Subaru,Impreza,2000,07/2022,elektrisch,79036,131,176
Ferrari,Portofino,3300,10/2018,benzine,98005,158,212
Ferrari,SF90 Stradale,3500,02/1990,benzine,207867,234,314
Volkswagen,Polo,1200,03/2022,diesel,65487,295,396
Alfa Romeo,Stelvio,1900,06/1996,lpg,282686,132,177
Chevrolet,Tahoe,3400,12/2023,diesel,173630,398,534
Peugeot,3008,2700,05/2016,diesel,50981,211,283
Mazda,CX-3,1400,01/2013,benzine,284662,102,137
Tesla,Roadster,3600,11/1992,diesel,299474,84,113
Honda,Passport,2300,06/2005,elektrisch,158609,62,83
Hyundai,Sonata,3100,12/2014,elektrisch,-1,253,339
Jeep,Grand Cherokee,1500,02/2017,benzine,53359,202,271
Jeep,Patriot,2500,12/2018,diesel,284054,166,223
Hyundai,Tucson,3400,10/2006,elektrisch,162091,392,526
Renault,Kadjar,3200,10/1994,benzine,214916,368,493
Mercedes-Benz,GLE,2600,11/2007,elektrisch,223125,152,204
Kia,Optima,1900,12/2005,diesel,39347,264,354
Ferrari,F8 Tributo,2100,09/2003,elektrisch,299331,192,257
Mercedes-Benz,S-Class,1700,10/2014,elektrisch,29297,223,299
Hyundai,Tucson,2400,09/2013,biodiesel,114956,48,64
Chevrolet,Suburban,3200,05/2014,lpg,1000010,59,79
Peugeot,5008,1200,10/2008,lpg,58898,151,202
Nissan,Rogue,3500,10/2001,benzine,143142,55,74
Chevrolet,Impala,1600,10/2024,diesel,181863,313,420
Volvo,XC60,3000,01/2013,elektrisch,207958,138,185
Nissan,Rogue,1900,01/2017,lpg,205714,87,117
Mercedes-Benz,C-Class,3100,07/2023,lpg,7241,267,358
Subaru,Ascent,2500,03/2023,lpg,215138,244,327
Teslx,Roadster,2200,10/2020,diesel,296915,245,329
Kia,Rio,3500,11/2008,benzine,77381,157,211
Volvo,S90,1300,01/2020,lpg,-1,266,357
Mercedes-Benz,E-Class,2600,02/1991,benzine,35750,332,445
Volvo,XC60,2300,11/1997,benzine,171940,142,190
Tesla,Cybertruck,1800,06/2015,elektrisch,170382,60,80
Nissan,Rogue,4800,12/2006,elektrisch,2745,357,479
BMW,X7,2000,08/1991,elektrisch,213487,131,176
Subaru,Legacy,3100,05/2001,elektrisch,64058,41,55
Peugeot,508,1600,12/2024,elektrisch,267461,106,142
Ferrari,488,3000,10/1958,diesel,183969,166,223
Ferrari,SF90 Stradale,2600,11/2004,lpg,177383,344,461
Chevrolet,Trailblazer,2500,01/1992,benzine,259254,340,456
BMW,5 Series,3100,01/2007,benzine,264086,388,520
Kia,Sorento,3200,11/2003,diesel,102127,104,139
Ferrari,SF90 Stradale,1500,01/2010,diesel,71879,161,216
Porsche,Cayenne,2900,09/1990,diesel,117376,274,367
Nissan,Rogue,2000,08/2011,diesel,34506,118,158
Honda,Ridgeline,2100,08/2020,lpg,87088,392,526
Mercedes-Benz,C-Class,2200,01/1996,lpg,181328,289,388
Kia,Rumplumplum,2300,08/1995,elektrisch,199234,42,56
Subaru,Crosstrek,2800,07/2009,benzine,36469,166,223
Volkswagen,Golf,2500,07/2010,lpg,24351,202,271
Toyota,4Runner,3100,10/2015,elektrisch,198472,283,380
Tesla,Model X,2900,03/2008,diesel,103186,140,188
Kia,Carnival,2300,02/2019,lpg,245676,376,504
Mercedes-Benz,Sprinter,2300,12/2019,diesel,83383,277,371
Ferrari,F8 Tributo,1100,07/2004,lpg,129456,155,208
Audi,Q3,3300,06/1995,diesel,270538,397,532
Tesla,Roadster,2800,01/2023,elektrisch,92173,166,223
Alfa Romeo,Stelvio,1000,03/2001,diesel,59286,161,216
Volkswagen,Arteon,3400,10/2005,elektrisch,292121,123,165
Subaru,Ascent,1500,01/2016,benzine,186851,329,441
Kia,Sorento,1200,12/2010,benzine,201270,196,263
Ferrari,812 Superfast,3100,01/2004,benzine,289769,363,487
Jeep,Wrangler,2200,04/1997,lpg,97807,304,408
Peugeot,5008,3500,08/2007,elektrisch,-1,218,292
Ferrari,SF90 Stradale,3400,02/2009,diesel,260802,78,105
Mercedes-Benz,GLS,2200,06/1993,benzine,197131,373,500
Tesla,Model Y,2300,10/1991,diesel,296090,316,424
Nissan,Titan,2500,05/2024,lpg,166835,377,506
Mitsubishi,ASX,1900,02/2013,benzine,53366,80,107
Ford,Explorer,2300,03/2011,elektrisch,121412,216,290
Porsche,911,1200,11/2016,lpg,288517,299,401
Alfa Romeo,Stelvio,3500,06/1997,lpg,215118,335,449
Volvo,XC90,3500,11/2021,benzine,-1,252,338
Mitsubishi,Mirage,2900,06/2000,lpg,77046,251,337
Honda,Accord,2600,01/2004,diesel,84604,194,260
Mitsubishi,Lancer,3100,08/2018,lpg,25530,341,457
Audi,A8,1500,05/1999,elektrisch,284497,368,493
Alfa Romeo,Giulietta,2800,01/1990,lpg,-1,351,471
Mercedes-Benz,C-Class,2600,07/2000,benzine,83559,289,388
Subaru,Forester,3200,07/1994,lpg,19434,331,444
Volvo,V60,1600,08/2011,diesel,293486,276,370
Subaru,Impreza,3000,01/2005,benzine,24749,129,173
Lamborghini,Reventon,2500,01/2015,diesel,165066,129,173
Kia,Optima,1300,12/1995,lpg,234755,199,267
